1.706541347103207817e+00,5.600194130268872250e+00,6.516558786856635477e-01,3.156957386081257866e+00
1.847569411985063859e+00,5.256367871214367327e+00,4.328113254239311369e-01,3.860633193175992073e+00
1.746446740911643314e+00,5.453465437414898531e+00,3.656013884998545183e-01,4.822619561894595286e+00
1.530971566302271381e+00,5.970223052443626166e+00,-1.820065248905746724e-01,3.237019408876377735e+00
2.004903587482040450e+00,5.315810412750816560e+00,1.122499695468261560e+00,3.899032843026093875e+00
1.535906789247554638e+00,6.040016138758489639e+00,7.198955521209864372e-01,3.581174963631180486e+00
1.947410399933695135e+00,5.279426839926710358e+00,8.149576534370348568e-01,3.687621065708240220e+00
1.152782065209143614e+00,5.461637974630598968e+00,1.118832919715330387e+00,3.942960732286205694e+00
2.373532752114630551e+00,5.521773303198639127e+00,8.473642991893727272e-01,4.139811210639787298e+00
2.104953572674725937e+00,4.777533594527068495e+00,9.874789041167976178e-01,3.637800253673008299e+00
1.824283707871275251e+00,5.338616788748335118e+00,1.548157321420943866e+00,3.214738141006735272e+00
1.390537303187814988e+00,4.973742250264341358e+00,1.221043708537769223e+00,3.952763243053790898e+00
1.929489571400688330e+00,5.490349514961481603e+00,9.320947660276144298e-01,3.886899814928184593e+00
1.613996877188997203e+00,5.321319879727187896e+00,1.269077365580760564e+00,3.511136193351054757e+00
1.876427177403657831e+00,4.781749664234641095e+00,7.079164930866581606e-01,3.541648358788705320e+00
2.102288911569496932e+00,5.334565714534941883e+00,1.398346919236081565e+00,3.572095568270666543e+00
2.132825458058524415e+00,5.518012070039979733e+00,1.442824129399862487e+00,3.158831606886680632e+00
1.807339622813080027e+00,5.487239800033974824e+00,8.301069886142525833e-01,3.579645436274072168e+00
1.662147147141694870e+00,4.756586111471031053e+00,9.622298558687838455e-01,3.594504063471087196e+00
2.320943124595467921e+00,5.076400741753182011e+00,8.407654015260334068e-01,2.911330300496686618e+00
1.085146905953873864e+00,5.514432773765824081e+00,1.987939301682277726e-01,3.685819213663422911e+00
1.453147149567467267e+00,5.647951997532900670e+00,7.942706471482546826e-01,3.342641547408045533e+00
1.942792917248716389e+00,5.467185954696449635e+00,1.088063619118530667e+00,3.075964088303519528e+00
2.324639167291547626e+00,5.622898135000597541e+00,1.030641651074969189e+00,2.679239549105824736e+00
1.858090232351919502e+00,5.288847553098834808e+00,1.118821487896296318e+00,3.439440715552963379e+00
1.355919864097690830e+00,4.975444556395441253e+00,1.049360334698517638e+00,2.882970562748484955e+00
2.427550453825934262e+00,4.943605319529886799e+00,4.414510983743759609e-01,3.362561033190126114e+00
2.046900105873785680e+00,5.329757399167225351e+00,7.005710305090480094e-01,3.258837249100761557e+00
1.975082920108086171e+00,4.920541436059586715e+00,6.226699910834024854e-01,3.763872874186048545e+00
1.467141815755744316e+00,5.013984106140880748e+00,5.733499915627060517e-01,3.305164577891016364e+00
1.552457947460863963e+00,5.237393099192889423e+00,6.163389214801486826e-01,3.237273172514349984e+00
1.965097843684183276e+00,5.146738495609377573e+00,4.993448550006405195e-01,3.581730245420056136e+00
2.243560165623771141e+00,5.908534117206723835e+00,1.014233212836415099e+00,3.637525206071803296e+00
1.656849561478171529e+00,4.979456615553178089e+00,9.853074197263711476e-01,3.748776434364727184e+00
1.849793550019995569e+00,5.179428175974877924e+00,4.530431114702642703e-01,2.847986644126439426e+00
2.302459349128071597e+00,5.087106093114527106e+00,9.261172421419143763e-01,2.477069570393163556e+00
1.668622900416636856e+00,5.187067736256921080e+00,9.082489601653491729e-01,3.390917267777788791e+00
1.983798221972975062e+00,5.297977969869423376e+00,7.637323045807826727e-01,3.117195923477846797e+00
2.478044589059586134e+00,5.181315243927075542e+00,7.286505414756246912e-01,3.431763870169733721e+00
1.954874426577952296e+00,5.353526162243221975e+00,1.027948245818852469e+00,3.392875064739145685e+00
1.799516929361885342e+00,5.614127564845278862e+00,5.354142984457749277e-01,3.764910272299563321e+00
1.682800385293830026e+00,4.987344257702441830e+00,8.449561718145051081e-01,3.325509687927768798e+00
1.981080175381237707e+00,5.255593225265195123e+00,5.952055402646585502e-01,3.191275882759948335e+00
1.603194558874757369e+00,5.523208250696832522e+00,6.495157965934730271e-01,3.383554869520406072e+00
1.798390834644119529e+00,4.745226644182029219e+00,8.894449350056840009e-01,3.105391389288098658e+00
1.575359318252591789e+00,5.162549078771784039e+00,9.186707205675249677e-01,3.809078273850696306e+00
2.140154881090059025e+00,5.052579240504848634e+00,8.671456635411143310e-01,3.264015355267225083e+00
1.699049351728550317e+00,4.705616101161735898e+00,9.541239321050272171e-01,3.369211678868441417e+00
1.724668684982221922e+00,4.955123632893949193e+00,1.231616989112346516e+00,3.897086384011197335e+00
2.079179972306981039e+00,4.905482315330977450e+00,8.446837047663454667e-01,3.295449816072767657e+00
1.527709242357193631e+00,4.956346643068473945e+00,3.450510764924873408e-01,2.796628763643940641e+00
1.679067542561031967e+00,5.257270880735043228e+00,7.347928815696195270e-01,3.273556530545890908e+00
1.960549660394841132e+00,4.943108036597710253e+00,5.115804678764591662e-01,3.846194366358592021e+00
1.908452108192860042e+00,4.772084499294484417e+00,1.525722058789674040e+00,3.014612525538714838e+00
1.616017419456196924e+00,4.625789462243714567e+00,9.066931370112573108e-01,3.175265906789667358e+00
2.161021488423686243e+00,4.841330937850867322e+00,7.683233466389595145e-01,3.598995285569295710e+00
2.442620396405475347e+00,4.980906744047779888e+00,8.148169899890035373e-01,3.445880106544640054e+00
1.886645912476551334e+00,5.784440561772931311e+00,1.081361144353174764e+00,3.536948361643865280e+00
2.243462591833840669e+00,5.000648509781601803e+00,7.777073356340027388e-01,3.492324667987396047e+00
1.590346805651862816e+00,5.323633310367484661e+00,8.679702835706821773e-01,3.333591276958733918e+00
1.527141947360602270e+00,4.810153132294231249e+00,1.007359673539121925e+00,2.908856740405934005e+00
1.480814466072263524e+00,5.032995532663706584e+00,9.171825763851626512e-01,3.324038768852142667e+00
2.081183156137094148e+00,4.929016702947222051e+00,6.029473315336524308e-01,3.495044776116916552e+00
1.848044882515007981e+00,5.047263986859339191e+00,7.145333668905914370e-01,3.941399545923519376e+00
1.817072300794719597e+00,4.625965753947996362e+00,1.125214391835129168e+00,3.199135295215475239e+00
1.942747361936232320e+00,5.028597652920517191e+00,8.706426791170546187e-01,3.062424013309864357e+00
1.705632253811322885e+00,5.123680105528729101e+00,7.992010349207675501e-01,2.914210228769405386e+00
2.300165863602726901e+00,4.693453034934854884e+00,9.275022440008539037e-01,3.025708794088594722e+00
1.592077948925930464e+00,5.144153820022984824e+00,1.285451802540969579e+00,3.832072869824008077e+00
1.499499969564271451e+00,4.964273869346332191e+00,1.006597937373665763e+00,3.021143051829094706e+00
1.950325098325136342e+00,5.058404357592720224e+00,1.131609532478555780e+00,2.793784911265964066e+00
1.705443825418519577e+00,5.149671429323225524e+00,6.122004136874967806e-01,3.240455380889706305e+00
1.534349402815649910e+00,5.099848502348411472e+00,7.979887233326166118e-01,3.422072834702001298e+00
1.884074964367623117e+00,4.602829205573818250e+00,6.469510538486544782e-01,3.101413747948249089e+00
2.063268154821662037e+00,4.854586420053491835e+00,8.124521845858144742e-01,3.099390909089571267e+00
1.841556609585086157e+00,5.008046251521715675e+00,7.290466893302696150e-01,2.996071663608786739e+00
1.229999871909422504e+00,4.256381348109541385e+00,1.206460955769124377e+00,2.917062050829432707e+00
1.787992986882005919e+00,5.296807405239061239e+00,8.421003463404952427e-01,2.695715165762386789e+00
1.592934233686295720e+00,4.679930862448903994e+00,1.278754587105314311e+00,3.041543768426466787e+00
1.844143146746863637e+00,4.531280744566914542e+00,9.260004152599309313e-01,3.337756990639244581e+00
2.188560147528327171e+00,5.354198747612398890e+00,1.010190476273031601e+00,3.328081177825667591e+00
1.761200175887677410e+00,5.413673230931725477e+00,8.660295228850702909e-01,3.226452725093733598e+00
1.343355761315799368e+00,4.594175111849317261e+00,1.433678022256130502e+00,2.389763793010991400e+00
1.977600725144487370e+00,5.012663678259141165e+00,9.319465150488942529e-01,3.161534709440596114e+00
1.401624868748315267e+00,4.907154015871437736e+00,9.918079603399452271e-01,3.388964970133533150e+00
1.407904139975089119e+00,5.049932677663885983e+00,1.444470757579251030e+00,3.068523423795175287e+00
2.193403025893369662e+00,5.027516434923938959e+00,1.679898783056373635e+00,3.277145754916994225e+00
1.540331018331769553e+00,4.564703337258598559e+00,8.439039510503564268e-01,2.953639003533059082e+00
1.682606128789404520e+00,5.329131617387686148e+00,1.185470991939890473e+00,3.356940659364210156e+00
1.406351464749455049e+00,4.915462492886436330e+00,1.031890363574559322e+00,3.557187537097977081e+00
1.989281922505453881e+00,5.129817531332520275e+00,1.265420305001977219e+00,2.937225916003312065e+00
1.609964503471462915e+00,4.854682707898763105e+00,8.576356791725139317e-01,3.133661923369661650e+00
1.636253711745133010e+00,5.388051881650017805e+00,1.381923516145291408e+00,2.817672370685207817e+00
1.818936652209216964e+00,4.495154453191817723e+00,6.190150908000142671e-01,3.228535109591215146e+00
1.450452899947762386e+00,5.154389438643047328e+00,1.206887069018275138e+00,2.828531086008411410e+00
1.570359357084476271e+00,5.214072607951814042e+00,1.658811009058044572e+00,2.863258533293921992e+00
2.008431348122452942e+00,4.857367425441903919e+00,5.443080333131995463e-01,3.065332723670271875e+00
2.155688361952994736e+00,4.621067849678411221e+00,1.255613933203315158e+00,3.178884232197968895e+00
2.202299069223815131e+00,4.300195539926663812e+00,1.206537869623492742e+00,2.912917700633238294e+00
1.891917056756346582e+00,4.797778516329281651e+00,6.726101707590108614e-01,3.471970683819358250e+00
1.371791251090299424e+00,4.842348205945572914e+00,1.308785761946442250e+00,3.221421246950524786e+00
1.852041230637471836e+00,4.415666649860789050e+00,9.498832616728383194e-01,3.039614556179799365e+00
2.178500622994234970e+00,4.568958896066248165e+00,1.086209379139039477e+00,3.052543796616152161e+00
2.241624731296893991e+00,5.099750338791711357e+00,1.125210100649391975e+00,3.159421642734245861e+00
2.050050241811929741e+00,4.877278298626628761e+00,1.540803219876670571e+00,3.664266125774515714e+00
1.870324945625861712e+00,4.370111308172313080e+00,1.570178618526936409e+00,3.779217101232901221e+00
1.994329818777498042e+00,4.555857383329273702e+00,1.518247267493489483e+00,2.655299691582983623e+00
1.831593227765735410e+00,4.739977754723529557e+00,6.488741420233343771e-01,3.123162665662010617e+00
1.787268907973885712e+00,4.715750544146239953e+00,7.813182719904239182e-01,3.108883180635102494e+00
1.943677858806225789e+00,4.688918357194254760e+00,1.272847915561706067e+00,2.872014080237960343e+00
1.491070312688588917e+00,4.678425732134200210e+00,9.837461854271858375e-01,3.038637944591156881e+00
1.380534417843390038e+00,4.487709122549831342e+00,7.337078411225199659e-01,3.348306145006566759e+00
1.557635020174854112e+00,4.579630745844037065e+00,1.322946998892471138e+00,3.532664119354115950e+00
1.730710563313780925e+00,4.719899094074849977e+00,9.029747086880395290e-01,2.934882428074271132e+00
1.952425418788489520e+00,4.650099238644179067e+00,5.955662100131857706e-01,2.488577552258500525e+00
1.751441540115850293e+00,4.315789535132853239e+00,1.327899296120060857e+00,2.854994455076175885e+00
1.672179489432282784e+00,4.127648182535630816e+00,1.240375984350776672e+00,3.622209049242889556e+00
1.929432846798173840e+00,4.609827419919988678e+00,1.021384734408995021e+00,2.869614060321041826e+00
2.038385777767140361e+00,3.898275965668071219e+00,5.672797516138677887e-01,2.976107030569634659e+00
1.789333054373272835e+00,4.461827404246577977e+00,3.127454950144277213e-01,2.830425103350371785e+00
2.054084558769809554e+00,5.070005743755510608e+00,1.018913756780960744e+00,3.043333344904781690e+00
2.054275719768635877e+00,4.475316283066328893e+00,1.331985535521797104e+00,3.436174588086141402e+00
1.825293137402195454e+00,4.728318669588684742e+00,1.041466861518119291e+00,2.727106617469546634e+00
1.932533328697250363e+00,4.734758369606002937e+00,1.426393752981262475e+00,2.954291846451318371e+00
2.341211006681763962e+00,4.894222927402195999e+00,1.172632259811983380e+00,3.174484131575608714e+00
1.909188373061632582e+00,4.779311918632125789e+00,1.338100499361206452e+00,2.885030012540208411e+00
1.121195647495922376e+00,4.094007351134264283e+00,1.264638351262232341e+00,2.868100093659617933e+00
1.503084545692921381e+00,4.551660492060211283e+00,1.283446859358031489e+00,3.165661239221108758e+00
1.501848940034321567e+00,4.687537613922987845e+00,1.066993456092062420e+00,2.679522488260501323e+00
1.828073412020992050e+00,4.792477150797902041e+00,8.609900553627205522e-01,3.072006201910470136e+00
1.954324051293423903e+00,4.361963111298804208e+00,1.302429077672930369e+00,2.560738781968284083e+00
1.944929361906922560e+00,4.123459810922452284e+00,9.736920852330775977e-01,3.148190715290245745e+00
1.870205380883058321e+00,4.239717760958003012e+00,1.014377379001605517e+00,2.436700748923990023e+00
2.188585207174033265e+00,4.602228237555168633e+00,9.597134504264995813e-01,2.883187589154669439e+00
1.765238192781126259e+00,4.159993335213845178e+00,9.678649880144098994e-01,3.364619772537437381e+00
1.832491710567790699e+00,4.170908490862394125e+00,7.302704570028205611e-01,2.568810715528906830e+00
1.593574781518966921e+00,4.031805619290043552e+00,1.394229906274399466e+00,2.192485079979003881e+00
1.727893454655936134e+00,4.431664729586430873e+00,1.121594136586255397e+00,3.515751598921970533e+00
1.762865685066988597e+00,5.212374782003908358e+00,1.159220280678176618e+00,2.867684730000176874e+00
2.211402149031853170e+00,4.238352763464805939e+00,1.389615168856052740e+00,3.347843758343311826e+00
1.791831091935353060e+00,4.556209601962882161e+00,1.377404653298218706e+00,3.111175129764463421e+00
1.644274047142661344e+00,4.699529878936362870e+00,1.325007667534293887e+00,3.012272115412851115e+00
1.875616557958060371e+00,4.741930404286406997e+00,8.864749319583289378e-01,3.155212845243221320e+00
1.461194269940916612e+00,3.454395279297359345e+00,9.606135643048789863e-01,2.958180257096805210e+00
2.402364502720730322e+00,3.993852459282255296e+00,1.155695862557412745e+00,3.037726322535544643e+00
1.674334350938099236e+00,4.420342917962551077e+00,9.865369901704184041e-01,2.531848542993536011e+00
1.535219606790291458e+00,4.650906491372447604e+00,9.520746915064431937e-01,3.282645099081245466e+00
1.543857950882623564e+00,4.286824052720764833e+00,1.028120084824064806e+00,3.079448641237632955e+00
1.383794554551670775e+00,3.887883044546441180e+00,1.463043224166685752e+00,2.958666570688362807e+00
2.138945894381961033e+00,4.355486904886837429e+00,1.323460367608280785e+00,2.872088739031747107e+00
1.499720044329074131e+00,4.526177459485391630e+00,1.643756601268424378e+00,2.757166050032025417e+00
1.635992799793525965e+00,4.262661795589431257e+00,1.596773217948249002e+00,2.984213814152070654e+00
1.857654483924501054e+00,3.764385041242977348e+00,2.036780610472951114e+00,3.143894413167926505e+00
1.881644378654502070e+00,4.612422136602594591e+00,1.658410912215109168e+00,2.697044360659059059e+00
1.568614656488849235e+00,4.196297899187729996e+00,6.823139204165570293e-01,2.806566038730863077e+00
1.906871170806310856e+00,4.266408873110143496e+00,1.306694265252811959e+00,2.581631495901968609e+00
1.859204331283502709e+00,4.112584995347341454e+00,1.086398369600376279e+00,2.385441345153803461e+00
2.236757826458025455e+00,4.275080955188830245e+00,1.041334830217098162e+00,2.850192579843000118e+00
1.851480173948246932e+00,4.431273873505093164e+00,1.340633008538300919e+00,3.168725782699901128e+00
