4.499590929648312532e+00,1.999272604327903213e+00,4.538809542380951356e+00,4.695476566739584356e+00,5.264204563917618263e-01,1.684811145092351525e+00
4.492027969189502201e+00,2.309576822101283344e+00,5.067533419345952694e+00,4.186613306002103130e+00,1.157052991767230976e+00,1.392250502517573096e+00
4.034246965218870606e+00,2.041001145945470885e+00,5.527505271254533170e+00,4.629124971765024021e+00,2.418562602078181412e-01,1.515577591051903150e+00
4.569737129640868645e+00,1.868996922355159018e+00,5.436323900918604402e+00,5.069044092532411838e+00,8.948438360914923173e-01,1.564127145180761014e+00
4.291053366915268619e+00,1.854864395551606426e+00,5.409696950256180692e+00,4.249944994772181239e+00,1.307031270568357773e+00,1.359595779301748575e+00
4.795362144055364872e+00,2.351552501191592093e+00,4.619005193810484577e+00,4.791225241130180557e+00,6.762524462763036537e-01,1.697660958004916232e+00
4.606776260125951872e+00,1.985637531069534001e+00,4.773147075669372796e+00,5.026086204929979040e+00,4.944457967388564690e-01,7.174452168789006157e-01
4.258030277674450303e+00,2.237412290468976384e+00,4.856089967194971990e+00,4.975228517336152123e+00,9.284016144008049309e-01,1.827929850391087907e+00
4.566835551901209378e+00,1.746320281103647343e+00,4.931369679847139587e+00,4.842971866395233249e+00,1.077187223043272191e+00,1.654367641413186929e+00
4.321371052060601237e+00,1.903415130320075921e+00,4.920840128981769368e+00,4.763611405111570996e+00,1.419202561838206922e+00,1.867463352505488006e+00
4.283680927767433921e+00,2.281231916385220160e+00,5.198804349585276263e+00,4.809056957693167433e+00,7.116255377886517852e-01,1.440381293102247939e+00
5.055714869590625327e+00,2.744558348224326760e+00,4.544607767365308248e+00,5.183782759481347924e+00,1.062679048451334873e+00,1.764529230985799613e+00
4.087226066012742187e+00,2.140385000505092616e+00,5.380886431196463704e+00,5.004175813887731472e+00,1.226174671734176158e+00,1.687595041229187354e+00
4.246432075317895460e+00,2.150973676731055217e+00,5.148174553495208805e+00,4.961712310262408998e+00,8.201258360444567685e-01,1.493944785431739586e+00
4.580602724739325282e+00,2.158782399966931553e+00,5.384804139293500214e+00,4.945461238253863634e+00,1.224410311649950067e+00,1.810576841777074675e+00
4.570033271702843791e+00,2.266275176016494086e+00,5.038182110034633787e+00,4.532838934946117782e+00,4.257038229008967001e-01,1.152287967566321347e+00
4.609556354087132490e+00,1.985578309772246142e+00,4.895224144542290823e+00,5.329450122429990166e+00,1.101439116860052136e+00,1.334960812704862665e+00
4.237302914855479941e+00,2.460013746097391873e+00,5.191910529508961147e+00,5.493159736322568598e+00,5.810436483499104021e-01,1.403568163969966420e+00
4.415520387228637489e+00,1.732859195909844274e+00,5.042641130468783928e+00,4.652125430847378951e+00,1.216354230468133846e+00,1.580002085193537020e+00
4.397341117723955861e+00,2.209038303620820543e+00,5.504454570250879364e+00,5.129107433367656732e+00,1.000964784090424775e+00,1.970218478318543909e+00
4.543091318843697657e+00,2.415573012637984185e+00,5.249086824938466123e+00,4.501896056681562008e+00,1.184517528516873419e+00,1.792583314469218037e+00
4.108399734482284238e+00,1.692201884856624039e+00,5.413853425433904576e+00,4.888827432416408492e+00,4.535260664211702153e-01,1.431250850399734098e+00
4.207666487140697242e+00,2.201601550870771362e+00,4.910727776183576587e+00,4.285709307473169360e+00,1.135037787464745929e+00,1.328514896008325064e+00
4.330010041076167937e+00,2.040071798105921097e+00,4.768483063232433317e+00,4.648363692538262981e+00,9.409533704693689993e-01,1.043417500528620590e+00
4.586224320655475140e+00,2.146574746073401041e+00,5.452605929160441178e+00,4.605513917261878198e+00,6.923964234008059826e-01,1.489077938179457217e+00
3.771812427391041833e+00,2.090254668814987227e+00,4.386789097173408258e+00,4.515246114686332746e+00,1.294683137768458447e+00,8.383941889860688779e-01
4.335557313655310274e+00,2.211576244372324140e+00,5.111613532303939778e+00,5.067336695922485035e+00,6.515411399435717676e-01,1.178462337232638379e+00
5.055731148525811847e+00,1.943853003921628630e+00,4.987400469901686506e+00,4.483365641441124261e+00,1.010099807178131748e+00,1.451454657513957525e+00
4.792474932450197400e+00,1.681061203432289375e+00,5.293367439122067530e+00,4.646778294092412942e+00,1.418794082744669893e+00,1.616351415189316576e+00
4.400960083933246558e+00,2.407623410345565151e+00,4.870482605888146743e+00,4.891697262122665535e+00,1.104985645420946794e+00,1.407902484343532823e+00
4.258826406626086580e+00,2.086808565061682774e+00,5.192472308146875548e+00,4.527481183583300428e+00,7.902132417286907851e-01,1.737732813335259641e+00
4.391937745171282437e+00,2.044673649411500982e+00,4.422494697091693183e+00,4.274367832612879781e+00,1.050637156362961289e+00,1.579244839099378295e+00
4.373823386754848386e+00,1.886881263320059787e+00,5.131806222887487223e+00,4.550883197059149232e+00,1.281274276016235225e+00,1.270653231588148913e+00
3.912006572397247250e+00,2.302960414497140729e+00,4.939143600696965564e+00,4.488449222661516025e+00,1.119570099974801947e+00,2.245490087657255884e+00
4.524907301573877660e+00,2.572886604610537642e+00,5.148532344492144475e+00,4.187012435508789210e+00,8.058844692245692443e-01,1.437362705386826534e+00
4.909780059474178948e+00,1.776181703861779759e+00,5.462443164011220986e+00,4.771615379689356118e+00,6.844461073644338978e-01,1.786729615324060827e+00
4.646903133250939177e+00,1.979675133197587256e+00,5.053901313321438771e+00,4.973784024612078802e+00,1.101306333819237482e+00,1.664297909035897804e+00
4.307112550304104559e+00,2.583459771071737077e+00,5.114319476192177305e+00,5.002175834042883906e+00,9.542067826519188278e-01,1.230558995954998736e+00
4.154820548123024260e+00,2.198146185544373576e+00,5.006225970141434445e+00,4.585812153166605398e+00,7.892145690953233927e-01,2.026566858757604006e+00
4.173720032185321394e+00,2.361836118665057604e+00,4.938322297770102232e+00,4.929905173249336414e+00,1.286275575976254970e+00,1.174968624486101287e+00
4.284696245981891138e+00,2.370546759537543569e+00,4.792234498222741834e+00,4.928290201065478549e+00,1.146380744472208502e+00,1.495182416735139963e+00
3.734921948595556707e+00,2.246708876117362585e+00,4.776235865542605374e+00,4.732834129140457868e+00,1.363224891588219023e+00,1.626164270689635982e+00
4.899250469248493722e+00,1.807154486488340206e+00,5.224682787082472579e+00,4.524114522953766482e+00,8.958341923071593271e-01,2.349147441720206508e+00
4.188403784274932207e+00,2.524386803588296146e+00,5.013216321741059467e+00,4.401326294692458951e+00,1.449325176983351282e+00,1.501753081578593330e+00
4.192460140958470305e+00,1.766407849231438565e+00,4.833585433159528932e+00,4.903668192573482187e+00,1.459081205879089183e+00,1.516785824126193560e+00
