5.474013722077798683e+00,1.274131530724409433e+00,3.527139120062648292e+00,3.819280630851670022e+00,5.498778764862981561e+00,6.300230448641295222e-01,9.343269766102808571e-01
5.628288766554997657e+00,1.606203606924317073e+00,4.011602807519510705e+00,4.420846038248154919e+00,5.171848336336098306e+00,2.774197712411365369e-01,1.067287380187815771e+00
5.304300465691943245e+00,1.545971800551323216e+00,4.217614938499518296e+00,3.962389848979221973e+00,5.793214929631282928e+00,4.349090048426063615e-01,1.104944511854184963e+00
5.629971631258178455e+00,1.799548475987385210e+00,3.375170389006985516e+00,3.768915429147613239e+00,6.051783151009732187e+00,7.479772864264403465e-01,1.227804185989183505e+00
5.680141950997343869e+00,1.623185374937976766e+00,4.169041614655408345e+00,3.748811149420873345e+00,5.340503450035196664e+00,9.625604971146543010e-01,6.844177500264012615e-01
5.682140681147370032e+00,1.810099293640939022e+00,4.467244061505425634e+00,4.350348911205907498e+00,5.168163302971997553e+00,5.658913531128425545e-01,1.178217162155958286e+00
5.462391451581408042e+00,2.206472199159056125e+00,3.756710194980651618e+00,4.378526838370512486e+00,5.849237180681427617e+00,1.324144503461092803e+00,9.436541800218097853e-01
5.956647569912136397e+00,1.738918845807222002e+00,4.024480646934097017e+00,3.572590416348146114e+00,6.204992131678348954e+00,8.910774720366239077e-01,1.163456404009884704e+00
5.417365908517822959e+00,1.335281703803298248e+00,4.129496908305874570e+00,3.540389230175923885e+00,5.542432287624305509e+00,7.686439906301317793e-01,9.611876822361630213e-01
5.096145077686781377e+00,1.799283358333041205e+00,3.968530443093892579e+00,4.393317097000380755e+00,6.183581110543947545e+00,5.126747204152170001e-01,1.135663160012203576e+00
5.564075057074648889e+00,1.202105709679211154e+00,4.760693120803770384e+00,3.842335588636551336e+00,5.262544039773069393e+00,1.014877391417939423e+00,1.100921707212370482e+00
5.462010994349759230e+00,1.580242737289329735e+00,4.420421293717122779e+00,4.134700486805557240e+00,5.664063185495989750e+00,5.967688386278364732e-01,1.180095247672267256e+00
5.508086024335870690e+00,1.075776771336003357e+00,4.399225617646444597e+00,3.201163418245114745e+00,5.431275605655331518e+00,6.382226318888616357e-01,6.540867799956008311e-01
5.853610616796140143e+00,1.546717452639259971e+00,3.992102761019494128e+00,3.908755479485368944e+00,5.418135219912175948e+00,9.879593617044383214e-01,9.479444963144192382e-01
5.388292654336325427e+00,1.241085908948081684e+00,4.187635882400302378e+00,4.073783839287156816e+00,5.604737051975701156e+00,6.383566312201688353e-01,7.522787083754106652e-01
5.240214110761153066e+00,1.128317254512772427e+00,4.418878807910687989e+00,3.836685143013822241e+00,5.691298778465437636e+00,1.174965707223226907e+00,9.386827970510952523e-01
5.262441811867315522e+00,1.875148027256902772e+00,4.359022578634349721e+00,3.756816217404973735e+00,5.767079817623106841e+00,6.854700739705158474e-01,4.290002604384933749e-01
5.317848188550509114e+00,2.043656386684217452e+00,3.998111683980081654e+00,3.554452543728348957e+00,5.853718142620691900e+00,6.378975773723040144e-01,9.609076002063874355e-01
5.208670863251745331e+00,1.292092970239947958e+00,4.252676353429978739e+00,4.304586580348810365e+00,5.429879580008384110e+00,7.835638170925012247e-01,1.273139917550214495e+00
5.777324978826083424e+00,1.839141423921613283e+00,3.728417146261305604e+00,3.925115456365028344e+00,5.457691101791802168e+00,8.218524586225125494e-01,9.547614842595694151e-01
5.072017253476370335e+00,1.286925814936643597e+00,3.997596528522945114e+00,3.891307523750263009e+00,5.511407259745430665e+00,8.489955635801963441e-01,1.270542082640412573e+00
5.128848058212613026e+00,1.627226749524953275e+00,3.858848632072997997e+00,3.890054029791810919e+00,6.041948842758902316e+00,8.131582670995610718e-01,9.662745911709010871e-01
5.657910038779384365e+00,1.162060916363675922e+00,4.364083968361533117e+00,3.597110658072249390e+00,5.351291708784341239e+00,2.210755639198875855e-01,6.761704212164435512e-01
5.500131962113103512e+00,1.395198170515677960e+00,4.459115541063295218e+00,3.757549947545932412e+00,5.496175532326522450e+00,8.278672953272936397e-01,9.247166902401007249e-01
5.830827104484769485e+00,1.505356739424976498e+00,4.195533730976136688e+00,3.931708367777062563e+00,5.703421111790399678e+00,1.054560082757311168e+00,1.039002959122946823e+00
4.916212485750790506e+00,1.845706948839822781e+00,4.170720695911774634e+00,4.742832697867121361e+00,5.302181905520249039e+00,4.373365952406633173e-01,1.143530939170290583e+00
5.944078562936269350e+00,1.060459327051724632e+00,4.122109497789180566e+00,4.127430093729095972e+00,5.741451156721176119e+00,1.416384623538584631e-01,6.982895057520415172e-01
5.006349480745553748e+00,1.039494690255607257e+00,3.616458708088972518e+00,4.085640751499441947e+00,5.731109869610534702e+00,2.460341065202046318e-01,1.197032666041049964e+00
5.020350136072912584e+00,1.086080635282671514e+00,4.396884683384305603e+00,4.043854252501688507e+00,5.863110628493027221e+00,1.078909464919360683e+00,8.338378414054825605e-01
5.336752727936709739e+00,1.607999271437297706e+00,3.748135910305266272e+00,4.179603157742810993e+00,5.185061456638902833e+00,9.097242670191992842e-01,8.526455158575965143e-01
5.480921793885539017e+00,8.331629407631807593e-01,3.334823494002216115e+00,3.596086048398012824e+00,5.436129515516127775e+00,5.584566737038633155e-01,1.126286635419350590e+00
5.093727858730056290e+00,1.666059637558363393e+00,4.411600907906591651e+00,4.280732049785082260e+00,5.188456607369271723e+00,1.047697566244195855e+00,8.503038757225483968e-01
5.551009865583596437e+00,1.189155763015177225e+00,4.440594749097829030e+00,4.127281105512002668e+00,5.818072197154052105e+00,6.397050500309680032e-01,9.628524587962400405e-01
5.048933667484380550e+00,8.925884851751629823e-01,3.947113127741696648e+00,3.428903395912537455e+00,6.020920849822238630e+00,5.037449591288253314e-01,1.113838002807629790e+00
4.616063048698607396e+00,9.081144575596433732e-01,4.184465118150292540e+00,4.021963926551547885e+00,5.381241639298385948e+00,1.334596033587569952e+00,1.224933856258975551e+00
4.902624266490655636e+00,1.712783649256549801e+00,3.657721768914422356e+00,3.874571450588529586e+00,5.131047789499635137e+00,7.879236147902907161e-01,9.740790652966199170e-01
5.481918960353827863e+00,1.768261757836329329e+00,3.927467900943357737e+00,3.839762485316996710e+00,5.337393361498189215e+00,5.637965507402634691e-01,1.304150132149660912e+00
5.781716553685704696e+00,1.729018461640502435e+00,4.239108390864350540e+00,4.025238722244867340e+00,5.852418519376043626e+00,1.218823739384868876e+00,1.368238613619399580e+00
4.985017241288666412e+00,1.461386829202882875e+00,4.147126286116040284e+00,4.423941989004251951e+00,5.413168173318550380e+00,8.509139947070517573e-01,1.209817201939066500e+00
5.128183208628536605e+00,1.245192776015231040e+00,4.017310461041518010e+00,4.434342466539768601e+00,5.364447361867430430e+00,7.555672661508138210e-01,5.883140359883766157e-01
5.016826229604523846e+00,1.211067934536336210e+00,3.302317122932996174e+00,3.887126967024995494e+00,5.232470869309033823e+00,8.035903190309177102e-01,8.410845177322194832e-01
5.928000202471653601e+00,1.374825828044933029e+00,4.099313371596691624e+00,3.888058566125966120e+00,5.344941701226140651e+00,9.778125454823261009e-01,8.249584197560498877e-01
5.597969492893566823e+00,1.741868996776772427e+00,3.330278413022935258e+00,4.040981780878900587e+00,5.695112207729245313e+00,8.232240997228613688e-01,6.824472768983861348e-01
5.004279048461413026e+00,9.421863833678298938e-01,3.730971308507174733e+00,3.684902201936669730e+00,5.553370380992983080e+00,1.039281825145414784e+00,9.982125527870592263e-01
4.833552329818034288e+00,1.161828294903419545e+00,3.757306536371512351e+00,3.947885565681039655e+00,5.467481329392487766e+00,1.079553024662085470e+00,8.468565000673643484e-01
