5.551895536731949576e+00,3.774746207280561983e+00,1.021695824652309348e+00,4.260999633023391908e+00,-2.005735587015778920e-01
5.962370019912414776e+00,3.517790232953527330e+00,2.211021513354852086e+00,4.299617713062967361e+00,-1.959517012741317510e-01
5.401737888360508499e+00,3.638291346581489893e+00,1.679590199056476107e+00,4.919954008369883169e+00,1.243745044330646365e+00
4.967437797300882529e+00,3.626244249291544541e+00,1.438566591371665204e+00,4.500519340490359177e+00,5.736996267501095481e-01
5.772293227620445499e+00,4.245053322713133070e+00,2.114296579429776557e+00,5.489534797939519706e+00,5.578226033315594190e-01
5.229736483875623065e+00,3.554057256461164549e+00,1.533635360128460245e+00,4.878596641345529505e+00,8.013591827107897636e-01
5.131665153773290911e+00,4.547213168524686822e+00,1.310043294217615895e+00,4.518377989134980233e+00,4.665712295084052386e-01
5.720609982062113907e+00,4.051946538931392894e+00,1.792388740739061959e+00,5.716257371628182149e+00,4.768582428919438398e-01
4.824707419125870977e+00,4.310868231216229418e+00,1.537106001352417373e+00,4.776624685374019741e+00,1.042082735231898649e+00
5.993636790041880325e+00,3.770816157293410686e+00,1.062047724568897511e+00,4.969828906443943595e+00,3.000085184341096944e-01
4.702807117528991832e+00,4.048878516643584113e+00,2.020619215548901781e+00,4.788370494960851431e+00,1.366118052450892573e-01
5.457715950332018728e+00,3.491059840438059503e+00,2.271974591984752045e+00,5.551878680631433305e+00,7.609485789257707244e-01
5.756564544843808306e+00,3.029929304661930445e+00,1.527449704899740635e+00,5.927110033658181898e+00,1.024997527048916224e+00
5.364047114745784661e+00,3.861440718077281620e+00,1.445479904756276301e+00,4.529043279025106727e+00,8.302882456301182712e-01
4.676988415692212797e+00,3.436806498091976358e+00,1.554974698542926692e+00,5.282923236255768984e+00,8.807918550174531624e-02
4.924062035009764138e+00,3.063335709993085576e+00,1.853704107520537825e+00,5.046313841731099537e+00,5.241973959041088538e-01
4.971609808317585255e+00,3.824711045063262649e+00,9.991405687096052146e-01,4.893316830766405445e+00,1.497349646127194234e+00
5.080862565287015187e+00,4.019328223342182760e+00,1.266388693580650537e+00,4.778703055396347210e+00,9.703050180912220490e-01
5.366042298983618508e+00,3.295425655616395666e+00,1.387490248207333909e+00,5.067159405920806492e+00,6.158207862726903237e-01
5.979949808552730950e+00,4.934999892384245967e+00,1.869081784290127501e+00,5.151151726336641090e+00,6.192258979580147482e-01
4.949073085528392646e+00,3.209861169471915687e+00,1.875771123397207418e+00,5.057374250734796739e+00,-1.542536057767940338e-02
4.812035985701975882e+00,3.581567325244422673e+00,1.952073141800567235e+00,4.378966862961610751e+00,9.581986202033612177e-01
5.266405994066638563e+00,3.496847584509373608e+00,1.963721954009456594e+00,5.699173182635243862e+00,2.307915619212494440e-01
5.621956384078508506e+00,3.580391956660226249e+00,1.378247839854629619e+00,5.613708186163276714e+00,4.050491355344599254e-01
4.930029564793191099e+00,4.070121290329297814e+00,1.329144357241018648e+00,5.413690078048975174e+00,4.619010069676720009e-01
5.022991789334755097e+00,3.749339755444235589e+00,1.082729826200566237e+00,4.707717333087218847e+00,3.628427303502347323e-01
5.195636643203266125e+00,3.727722156961927880e+00,9.859217146634349227e-01,4.530206970068576311e+00,2.427265812317420113e-01
5.500405927542693085e+00,3.741698299229285318e+00,1.584972071032557439e+00,5.291886603522083732e+00,8.083779775682429225e-01
5.323047574923206682e+00,3.764775581047769215e+00,1.196568838183099670e+00,5.116315307547075975e+00,5.341030262379782290e-01
5.081087540491978416e+00,3.474773739044857646e+00,1.653023748460576536e+00,5.031529087876901229e+00,6.426918822627206707e-01
4.952019897381172875e+00,4.045754178693664826e+00,1.055852040613556753e+00,4.882610200260553590e+00,2.470715303375010108e-01
5.468758392169129401e+00,3.183864976547064796e+00,7.200201564024887313e-01,4.751376261212356233e+00,7.418477379980124020e-01
5.606313801007031472e+00,4.213761848800969823e+00,1.237430275012489700e+00,5.294573954286754258e+00,7.148035810148717362e-01
4.810718066195333265e+00,3.537928736769639038e+00,1.584293184708706503e+00,4.954789587593912970e+00,1.082187177519610355e+00
5.785453986468944265e+00,4.353040311652419447e+00,1.188589353284375871e+00,4.968674033782325417e+00,1.111932740936618647e+00
5.716223576458030031e+00,4.103630093526024147e+00,1.790829953332376823e+00,4.506372536547563534e+00,6.856035869636180058e-01
5.991836112771982137e+00,3.840399920280727741e+00,1.175492565310949367e+00,4.868800376999241841e+00,8.165090853057305198e-01
5.270264159404181470e+00,3.522285855102574637e+00,1.875064451045956870e+00,5.256615820041268705e+00,1.196797542155648930e+00
5.476926013877143617e+00,3.580341418146240962e+00,1.450436692676257966e+00,5.246662341349932035e+00,8.640189300925708027e-01
5.138986756912110820e+00,3.431286225339912122e+00,1.789650707021952503e+00,4.265300817548578038e+00,8.274443634822652438e-01
4.653617491374388848e+00,3.540730863261118078e+00,1.715936621577059729e+00,4.490363904112333771e+00,6.149814397607529237e-01
4.828633610998135595e+00,3.934520426401110438e+00,1.820536583856162904e+00,4.857508072213961192e+00,7.632793871972239907e-01
4.823488122835215108e+00,3.852867042601460845e+00,1.938872997530094899e+00,4.568322748354400886e+00,2.273347795242851577e-01
6.116120569089956938e+00,4.056750954730899750e+00,1.230383844655747350e+00,4.986550674659696369e+00,5.408316409396887181e-01
5.355442671866170734e+00,3.453753999131258468e+00,7.962941366581008928e-01,4.435628375402875356e+00,2.545445635421494934e-01
4.912265981868383591e+00,4.263310668621382860e+00,1.584879505799368760e+00,4.687657358542858255e+00,6.369684460136033621e-01
5.396485424898407324e+00,3.426076701270134972e+00,1.753579902945327618e+00,4.882202370571373073e+00,3.991695010662418830e-01
4.781534227320923591e+00,3.418432544048543242e+00,1.365237134812907316e+00,4.639051445008846031e+00,8.342025025286566864e-01
5.612213372612006701e+00,3.510472975435498633e+00,1.160846559639820530e+00,5.032994990954495762e+00,6.012596233035996107e-01
4.815413064017079137e+00,4.102378555905049851e+00,1.712490890212153616e+00,4.889757425133596236e+00,7.962454218838270759e-01
5.406197911834769165e+00,4.132982382227829099e+00,1.358686561003104476e+00,5.374455187265883893e+00,6.632191130972718840e-01
5.432425753792923473e+00,3.765919307717150222e+00,1.414644505150824516e+00,3.709704025469469535e+00,8.943776154702205439e-01
5.053141975762237337e+00,3.531254946185976351e+00,2.110651971239211555e+00,4.662822343714674744e+00,1.327355977008616739e+00
5.049340929559520852e+00,3.508769303727487188e+00,1.504278967407590040e+00,5.220301628596700994e+00,4.859910968808444087e-01
5.247905596575289877e+00,3.782992374345640840e+00,1.186081996052721355e+00,5.287812276798794286e+00,5.321648958558783393e-01
5.158274684120129905e+00,3.705820059071735173e+00,2.027232240150818487e+00,5.372288094223995891e+00,8.132086349595467611e-01
5.773084236003439784e+00,3.383821696905223941e+00,1.372554475253589423e+00,4.297380479311502022e+00,9.355564727766605415e-01
5.263317172838102742e+00,3.671821411506000388e+00,1.264029820322874587e+00,4.779412919478276400e+00,4.975901693657466263e-01
5.350194420796155370e+00,4.399743977577410092e+00,1.180879108658714038e+00,5.628878778349068135e+00,6.448908819657379610e-01
4.130754132081309038e+00,4.153304667288432839e+00,4.732706078057347110e-01,4.344328629991442980e+00,1.141928833504285645e+00
4.172276125830103766e+00,4.717655886836678469e+00,2.483507135566315416e+00,5.027853858349257798e+00,5.005869051201617959e-01
5.175307417076800753e+00,4.148213781388212951e+00,1.531814773501742888e+00,5.324400896223998814e+00,7.007601231741932279e-01
5.034395149210159737e+00,4.849869630900593975e+00,1.685204733856515036e+00,3.706363754161905888e+00,3.846233202195368794e-01
5.190683308599172818e+00,3.680967052001915540e+00,1.686837231190174924e+00,4.882965040174002347e+00,7.392668364019656657e-01
5.557912901533177852e+00,3.821241706806776328e+00,1.450955789176828103e+00,4.418512895877668711e+00,4.007127900054799907e-01
5.135876047565739455e+00,3.468956962436626323e+00,1.584097385099672017e+00,4.930869139452243921e+00,1.648363274954038227e+00
5.073966184171457172e+00,3.944926180606931343e+00,1.715390970308737328e+00,5.508583259982780866e+00,7.028862027199632712e-01
4.865557493955544821e+00,4.395755216974166046e+00,9.789708498204332532e-01,5.267368765403096731e+00,8.366241765670744401e-01
5.563289857810061356e+00,3.947051433468025117e+00,2.060750817602056806e+00,4.053700546674138039e+00,4.853002577222731428e-02
5.259634527990392883e+00,3.471223806783624966e+00,6.520939950098171289e-01,5.649079594549732519e+00,8.488536409334908051e-01
4.963350996804972048e+00,4.600843379737672656e+00,2.181972108805486865e+00,4.973622045431897121e+00,3.513220296251151065e-01
5.567565629807098126e+00,3.698422480592068240e+00,2.048728644047382641e+00,5.067821661678188150e+00,1.409244639011194788e+00
5.376706151589741189e+00,3.976817937977955353e+00,1.825273947280591891e+00,4.801163761183696366e+00,9.227501902325987437e-01
4.434731798819900206e+00,3.279767652254212074e+00,1.640947445256966120e+00,4.299379033298912134e+00,5.696444974927341587e-01
5.511328221257258519e+00,3.393896320779279385e+00,9.573412629009547814e-01,4.567906305182972915e+00,6.031017840193531043e-01
