1.554800789259073390e+00,4.788130797983455977e+00,9.258840345110932457e-01,5.657614899133514896e+00,5.577058716896179824e+00,1.104627067148848951e+00
1.059245056694919640e+00,4.873534669141277753e+00,1.322503910709484254e+00,5.293116710211013931e+00,5.513600992572019521e+00,7.659343381195710121e-01
2.010151246991715990e+00,4.066695713240806143e+00,1.403387455194316846e+00,5.286983683706390380e+00,5.428173075958713234e+00,9.405072462927385191e-01
1.365057877255410279e+00,4.627825228955055437e+00,8.337275588531726234e-01,4.789299427135476961e+00,4.988883199766281251e+00,1.260786771063643119e+00
1.894717287571757947e+00,3.975175356256009707e+00,3.335704368968616107e-01,4.704990165867412699e+00,4.968535655299752385e+00,4.656520279524618555e-01
2.299001059624846910e+00,4.214393030271126328e+00,1.599385318354132446e+00,4.333537450768870869e+00,4.858643600405758711e+00,9.474397599581888540e-01
1.490884818398102496e+00,3.095109919549905886e+00,9.426588678535412491e-01,4.759440589040666580e+00,5.925087902382870197e+00,9.975765974191697083e-01
1.296326090843586964e+00,4.290397248713506251e+00,6.266248033930303940e-01,4.613997093410056038e+00,4.739804283835985288e+00,4.760585415479356430e-01
1.380957618901988981e+00,4.335026492094541162e+00,1.450918097724984701e+00,4.942273772608746008e+00,5.918334935490061177e+00,2.289339557618994547e-01
1.655532390438134938e+00,4.096326302725446844e+00,8.522429168206242522e-01,5.004833435684020060e+00,5.516164168303451909e+00,1.312410050393889360e+00
1.081921433979564640e+00,3.448513302346889908e+00,9.737485477810398082e-01,5.319311948468567586e+00,5.425695039019410082e+00,5.243565816717359329e-01
2.171938878133922390e+00,4.575630935347762218e+00,8.668241111206242966e-01,4.498359671686416483e+00,5.481232939261174053e+00,1.222198669888465705e+00
1.588171984121706126e+00,4.077132606848038243e+00,1.204786798898405564e+00,5.113146354772069024e+00,5.407168235591108818e+00,1.030655813306345481e+00
1.554553154070560161e+00,4.400805398372579447e+00,6.941364559631426623e-01,4.952413690195450968e+00,5.312537218889166191e+00,1.087770973595266755e+00
1.839129295563544986e+00,4.356540537566161220e+00,1.304033197249065523e+00,5.922810036173538073e+00,5.798188269241124182e+00,1.175469051674992160e+00
2.049240627925501101e+00,4.025806121525008940e+00,6.841200802020734884e-01,4.558849611374370170e+00,5.014065200101678776e+00,4.453119462999508005e-01
5.149528024633736045e-01,3.658909986096176681e+00,1.435838217852413390e+00,5.660851563852132173e+00,5.999041864994691053e+00,1.101286720478137804e+00
1.870368575800860800e+00,4.073914196200695947e+00,1.324497209036943790e+00,4.967467185907612937e+00,4.918488589855864568e+00,9.635407146302744641e-01
1.042139163031004623e+00,3.035454395136348182e+00,1.656634628488252936e+00,5.159430636476003862e+00,5.228432651587434421e+00,8.604993005587469046e-01
1.636485933291240702e+00,4.592177945458919552e+00,1.664309831587625688e+00,5.552692018028017706e+00,5.400355046961644589e+00,2.171176558352806429e-01
1.275340951705622228e+00,3.779067591341739085e+00,7.240183432539398778e-01,5.689161101244070373e+00,5.331895731129999483e+00,1.262093025177908778e+00
1.586874196805799997e+00,3.719484495511146349e+00,5.580021958877601218e-01,5.253971938086253068e+00,4.905662508623402474e+00,8.729978855941027405e-01
2.346799688293714325e+00,3.790029678144670733e+00,5.882823567684483113e-01,5.288686473173739522e+00,4.347318004581110173e+00,7.243258474568623484e-01
1.755967353943290510e+00,4.783780964206457043e+00,4.720557634915176215e-01,5.402284908468907076e+00,5.383003287115009527e+00,7.528808439151222220e-01
1.184040171286313559e+00,4.265906157169710333e+00,4.502785970523354164e-01,4.063394630409566055e+00,4.642939127649267306e+00,8.682731983850084934e-01
1.727598009118214595e+00,4.124871963521666629e+00,1.281481556403303745e+00,5.637131780201928954e+00,5.285691689274587546e+00,6.445920037600862962e-01
1.714010803353160250e+00,3.764519269634608367e+00,1.256023036187551067e+00,4.598841992196832429e+00,5.608186103935936195e+00,6.335631332036628649e-01
2.201021261009032948e+00,4.436566871955785807e+00,1.138260499505682422e+00,5.415438995673472533e+00,4.788612885117395024e+00,9.676379179315338641e-01
2.132689107747717916e+00,4.235866142400826817e+00,5.289309703012468056e-02,4.407237974924848700e+00,4.886004053512547074e+00,7.312473609012166698e-01
1.933585322061828649e+00,4.137897824522659640e+00,1.840629933177446276e+00,4.753766129744534830e+00,5.199886642591988739e+00,3.825924046556583580e-01
1.859194832967184130e+00,4.245715924542388997e+00,1.529064277645055370e+00,4.422797587558363830e+00,5.700035845412402935e+00,1.090714718072621991e+00
1.121339551735158313e+00,4.788348419873557305e+00,1.507603486526958303e+00,4.852053701199491087e+00,5.124845382617736256e+00,1.205392169987360873e+00
1.796785195564632565e+00,3.361322473912647268e+00,6.910539711558840725e-01,4.582124338748819525e+00,5.340184732299680270e+00,1.241260560701605398e+00
2.715750506511737328e+00,4.607611021747097801e+00,6.875125192042392808e-01,5.439486990702596003e+00,4.464466758476618224e+00,7.986534334462761509e-01
1.646711262022104050e+00,4.392254434729698787e+00,6.361765624574833300e-02,5.022863421691729613e+00,5.606754905894984375e+00,1.028885709207583821e+00
1.553503103879644520e+00,4.142223050734003209e+00,6.141591133255670520e-01,4.402610838453480113e+00,5.435849598241738079e+00,9.213459767002816214e-01
1.872068869253155077e+00,3.780919523587641162e+00,1.402086576732824108e+00,4.950209706308820401e+00,5.553362208970262337e+00,9.338218095114070305e-01
